20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,0,1,2,20,20,20,20,20,20,20,20,20,0,1,1,1,1,1,1,1,1,1,2
0,1,92,14,91,2,20,20,20,20,20,20,20,20,13,14,14,14,14,14,14,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,91,2,20,20,20,20,20,20,20,26,27,79,14,14,-1073741810,14,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,14,15,20,20,20,20,20,20,20,20,20,13,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,14,91,2,20,20,20,20,20,20,20,20,13,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,14,14,91,2,20,20,20,20,20,20,20,13,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,14,14,14,91,1,2,20,20,20,20,20,13,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,14,14,14,14,14,15,20,20,20,20,20,13,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,14,14,14,14,14,15,20,20,20,20,20,26,27,27,85,-1073741810,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,14,14,14,14,14,35,43,43,43,43,43,43,43,43,38,-1073741810,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,14,14,14,14,14,48,69,69,69,69,69,69,69,69,51,-1073741810,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,14,14,14,14,14,15,20,20,20,20,20,20,20,20,13,-1073741810,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,14,14,14,14,14,15,20,20,20,20,20,20,20,20,26,79,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,14,14,14,14,78,28,20,20,20,20,20,20,20,20,0,92,-1073741810,-1073741810,-1073741810,15
13,14,14,14,14,78,27,27,27,28,20,20,20,20,20,20,20,0,1,92,14,14,14,14,15
13,14,14,14,78,28,20,20,20,20,20,20,20,20,20,20,20,13,14,14,14,14,14,14,15
26,23,24,27,28,20,20,20,20,20,20,20,20,20,20,20,20,26,27,27,27,79,14,14,15
20,13,15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,92,14,14,15
20,26,28,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,26,27,27,27,28
