-1,-1,-1,-1,-1,104,105,105,106,-1,-1,-1,-1,-1,-1,104,105,105,105,105,105,106,-1,-1,-1
-1,-1,104,105,105,136,118,118,135,106,-1,-1,-1,-1,-1,117,118,118,118,118,118,135,106,-1,-1
-1,-1,130,123,118,118,118,118,118,119,-1,-1,-1,-1,-1,130,123,118,118,118,118,118,135,106,-1
104,105,105,136,118,118,118,118,118,119,-1,-1,-1,-1,-1,-1,130,123,118,118,118,118,118,135,106
117,118,118,118,118,118,118,118,118,119,-1,-1,-1,-1,-1,-1,-1,117,118,118,118,118,118,118,119
117,118,118,118,118,118,118,118,118,119,-1,-1,-1,-1,-1,-1,104,136,118,118,118,118,118,118,119
117,118,118,118,118,118,118,118,118,119,-1,-1,-1,-1,-1,-1,130,123,118,118,118,118,118,118,119
117,118,118,118,118,118,118,118,118,135,106,-1,-1,-1,-1,-1,-1,130,123,118,118,118,118,118,119
117,118,118,118,118,118,118,118,118,118,135,106,-1,-1,-1,-1,-1,-1,117,118,118,118,118,118,119
117,118,118,118,118,118,118,118,118,122,131,132,-1,-1,-1,104,105,105,136,118,118,118,118,118,119
117,118,118,118,118,118,118,118,118,119,-1,-1,-1,-1,-1,117,118,118,118,118,118,118,118,118,119
117,118,118,118,118,118,118,118,118,119,-1,-1,-1,-1,-1,130,131,131,123,118,118,118,118,118,119
117,118,118,118,118,118,118,118,118,135,106,-1,-1,-1,-1,-1,-1,-1,117,118,118,118,118,118,119
117,118,118,118,118,118,118,118,118,118,119,-1,-1,-1,-1,-1,-1,104,136,118,118,118,118,118,119
117,118,118,118,118,118,118,118,118,118,119,-1,-1,-1,-1,-1,-1,117,118,118,118,118,118,118,119
117,118,118,118,118,118,118,118,118,122,132,-1,-1,-1,-1,-1,-1,117,118,118,118,118,118,118,119
117,118,118,118,118,118,122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,130,123,118,118,118,118,118,119
130,131,131,123,118,118,135,106,-1,-1,-1,-1,-1,-1,-1,104,105,105,136,118,118,118,122,131,132
-1,-1,-1,130,123,118,118,135,105,105,105,106,-1,-1,104,136,118,118,118,122,131,131,132,-1,-1
-1,-1,-1,-1,130,131,131,131,131,131,131,132,-1,-1,130,131,131,131,131,132,-1,-1,-1,-1,-1
